file_id,gender,age,race,race4,hair_color
33090,Male,20-29,White,Black,brown
32295,Male,40-49,White,White,gray
57969,Male,40-49,Black,Black,bald
18357,Male,60-69,White,White,gray
55275,Male,3-9,East Asian,Asian,black
15695,Male,20-29,Latino_Hispanic,Asian,black
10546,Male,20-29,White,White,brown
37069,Male,30-39,White,White,blond
07828,Male,0-2,White,White,blond
10149,Male,3-9,Southeast Asian,Indian,black
31821,Male,20-29,East Asian,Asian,black
29209,Male,50-59,Latino_Hispanic,White,black
59140,Male,20-29,White,White,black
03381,Male,20-29,White,White,brown
37077,Female,3-9,White,White,blond
63948,Male,30-39,White,White,brown
10437,Female,3-9,Southeast Asian,White,blond
11985,Male,40-49,White,White,brown
36417,Male,3-9,East Asian,Asian,black
24749,Male,3-9,White,White,brown
64586,Female,40-49,Southeast Asian,Asian,black
31285,Female,10-19,White,White,blond
53596,Female,10-19,East Asian,Asian,black
36585,Male,3-9,Southeast Asian,Asian,black
12784,Female,10-19,Southeast Asian,Asian,black
00554,Male,60-69,East Asian,Asian,gray
62397,Male,30-39,Indian,Indian,brown
32238,Male,20-29,White,White,blond
10576,Male,30-39,Black,White,brown
31172,Male,40-49,Latino_Hispanic,Indian,brown
07033,Male,20-29,Latino_Hispanic,White,black
43138,Female,3-9,Latino_Hispanic,Indian,blond
42491,Male,30-39,Indian,Indian,black
34667,Male,30-39,White,White,brown
25730,Male,60-69,White,White,gray
01594,Male,3-9,White,White,brown
37215,Male,10-19,White,White,blond
67915,Male,20-29,White,White,black
49120,Male,40-49,White,White,brown
43163,Male,20-29,Indian,Indian,brown
32458,Female,10-19,Black,Black,brown
20424,Male,40-49,White,White,brown
65104,Male,20-29,White,White,brown
60346,Male,10-19,Latino_Hispanic,White,black
28022,Male,30-39,White,White,brown
09205,Female,3-9,White,White,blond
03031,Female,20-29,East Asian,Asian,black
14236,Male,30-39,Latino_Hispanic,White,brown
25288,Male,30-39,White,White,brown
34900,Female,10-19,White,Asian,brown
56762,Male,0-2,White,White,blond
15371,Male,50-59,White,White,brown
02235,Male,30-39,White,White,bald
42796,Male,3-9,White,White,blond
20923,Male,50-59,White,White,gray
62809,Male,30-39,White,Black,bald
07846,Male,30-39,Latino_Hispanic,White,black
33901,Female,10-19,Middle Eastern,Asian,brown
44745,Male,10-19,East Asian,Asian,black
32452,Female,10-19,White,White,red
26954,Male,50-59,White,Asian,gray
67634,Male,60-69,White,White,gray
55056,Male,30-39,White,White,brown
37401,Male,30-39,White,White,bald
35411,Male,30-39,White,White,brown
65563,Male,10-19,White,White,blond
55307,Male,50-59,White,White,gray
01781,Male,40-49,White,White,brown
03725,Female,20-29,White,White,brown
24152,Male,20-29,Black,Black,black
17489,Male,20-29,White,White,blond
40009,Female,10-19,East Asian,Asian,black
07582,Male,60-69,White,White,gray
11268,Male,30-39,Indian,Indian,black
02514,Male,20-29,White,White,brown
18991,Female,20-29,White,White,brown
64840,Male,10-19,East Asian,White,black
29641,Male,20-29,White,White,black
64994,Female,20-29,White,Asian,brown
65633,Male,60-69,Black,Black,gray
27377,Male,20-29,Black,Black,black
18255,Male,30-39,Latino_Hispanic,White,black
65698,Male,30-39,White,White,brown
03860,Male,3-9,Southeast Asian,Indian,black
42841,Male,60-69,White,White,gray
24175,Male,20-29,White,White,red
05798,Female,10-19,Indian,Indian,brown
19785,Male,10-19,White,White,brown
20608,Male,30-39,White,White,gray
19918,Male,3-9,White,White,blond
54795,Male,20-29,Black,Black,black
37442,Male,60-69,Latino_Hispanic,Asian,gray
46947,Male,10-19,Black,Black,gray
18264,Female,20-29,White,White,brown
16302,Male,40-49,Southeast Asian,Asian,brown
27824,Female,20-29,White,White,brown
26585,Male,40-49,Black,Black,black
12774,Male,30-39,Latino_Hispanic,Asian,black
63071,Male,10-19,White,White,brown
31031,Male,40-49,White,White,brown
64996,Male,30-39,East Asian,Asian,black
09068,Male,3-9,Southeast Asian,Asian,black
67755,Male,40-49,White,White,brown
59657,Female,20-29,White,White,blond
59631,Male,20-29,White,White,black
06309,Male,60-69,East Asian,White,gray
20780,Male,50-59,White,White,bald
13899,Female,0-2,White,White,blond
09227,Male,3-9,Indian,Indian,black
11562,Male,60-69,White,White,gray
68898,Female,40-49,White,White,brown
50269,Male,30-39,White,White,brown
19338,Male,10-19,White,White,brown
00187,Male,50-59,White,White,brown
52963,Female,70+,Southeast Asian,Asian,blond
17326,Male,20-29,East Asian,Asian,black
09154,Male,30-39,White,White,brown
01105,Female,20-29,White,White,brown
25912,Male,3-9,White,Asian,blond
02292,Male,50-59,White,White,brown
13687,Male,3-9,Latino_Hispanic,White,brown
13008,Male,70+,Black,Asian,bald
61780,Male,60-69,Black,Black,gray
23911,Male,0-2,White,White,blond
26563,Female,60-69,Southeast Asian,Asian,black
67246,Male,3-9,White,Asian,brown
38578,Female,30-39,Black,Black,brown
49316,Male,20-29,White,White,brown
49184,Female,0-2,East Asian,Asian,brown
43141,Female,3-9,White,White,blond
59396,Female,30-39,East Asian,Asian,brown
15450,Male,10-19,Southeast Asian,Asian,black
59530,Female,20-29,East Asian,Asian,brown
27675,Male,20-29,East Asian,Asian,black
24947,Male,50-59,White,White,gray
25932,Male,40-49,Black,Black,black
48138,Male,30-39,White,Asian,bald
04613,Female,10-19,East Asian,Asian,black
42258,Male,20-29,Black,Black,black
31175,Female,10-19,White,White,blond
69973,Female,20-29,White,White,brown
65249,Male,50-59,White,White,gray
29379,Female,10-19,Southeast Asian,Asian,brown
31358,Female,3-9,Indian,Indian,brown
14092,Male,30-39,Black,Indian,black
53605,Male,3-9,White,White,blond
16669,Male,60-69,White,White,gray
09346,Male,3-9,White,White,blond
11182,Male,40-49,White,White,brown
20032,Male,30-39,Indian,Indian,black
61444,Female,40-49,East Asian,White,gray
68105,Male,3-9,White,White,brown
07148,Male,40-49,Southeast Asian,White,brown
10085,Male,60-69,East Asian,Asian,gray
50215,Male,10-19,White,White,brown
17848,Male,20-29,White,White,brown
44370,Male,40-49,White,White,bald
62495,Male,20-29,White,White,brown
17812,Male,10-19,White,White,brown
18039,Male,0-2,Southeast Asian,Asian,brown
23706,Female,20-29,White,Black,brown
61552,Male,30-39,White,White,brown
09174,Male,20-29,White,White,brown
59066,Male,20-29,White,White,brown
65969,Male,40-49,Latino_Hispanic,White,black
47382,Male,3-9,Southeast Asian,Asian,brown
40136,Female,3-9,White,White,blond
47669,Male,30-39,White,White,brown
14374,Male,20-29,Latino_Hispanic,Asian,brown
19491,Male,30-39,East Asian,White,black
30429,Male,50-59,White,White,gray
40205,Male,50-59,Indian,Indian,gray
53316,Male,40-49,White,White,black
42589,Male,40-49,Latino_Hispanic,Asian,black
02236,Female,50-59,White,White,blond
03211,Male,20-29,East Asian,Asian,black
27278,Male,0-2,White,White,blond
63538,Male,3-9,Black,Black,blond
53058,Male,30-39,White,White,brown
64825,Female,3-9,East Asian,Asian,blond
54487,Male,3-9,White,White,brown
65717,Male,20-29,White,White,brown
29831,Male,20-29,White,White,brown
04504,Female,3-9,White,White,brown
34834,Male,40-49,White,White,gray
00507,Male,20-29,East Asian,Asian,black
00313,Female,60-69,White,Asian,blond
67384,Male,40-49,White,White,brown
36355,Male,40-49,White,White,brown
19837,Male,60-69,East Asian,White,gray
11717,Female,30-39,White,White,brown
38625,Male,3-9,Indian,Asian,black
22548,Male,40-49,White,White,brown
38325,Female,40-49,Indian,Indian,black
65080,Female,20-29,White,White,brown
37061,Male,50-59,White,White,brown
57898,Male,40-49,Middle Eastern,White,black
05377,Male,50-59,Southeast Asian,Asian,gray
07119,Female,20-29,Black,Black,black
34619,Male,30-39,White,White,black
02055,Male,3-9,White,White,blond
12137,Male,40-49,White,White,black
29560,Male,60-69,White,White,gray
46819,Male,20-29,White,White,black
63202,Female,40-49,White,White,blond
63520,Male,3-9,White,Asian,blond
24323,Male,60-69,Latino_Hispanic,White,gray
45692,Male,50-59,White,White,gray
60964,Male,20-29,Middle Eastern,White,brown
54900,Male,20-29,White,White,brown
60301,Female,3-9,Black,Black,brown
52655,Male,3-9,White,White,brown
51374,Male,20-29,Southeast Asian,Asian,black
24558,Male,30-39,White,White,brown
30654,Male,3-9,White,White,blond
51954,Male,10-19,Black,Black,black
67223,Male,0-2,White,Asian,brown
63046,Male,40-49,East Asian,Asian,black
51825,Male,20-29,White,White,brown
52465,Male,60-69,White,White,gray
35698,Male,10-19,Southeast Asian,Asian,brown
39288,Female,3-9,White,White,blond
07021,Female,0-2,White,White,blond
22201,Male,20-29,White,White,brown
36008,Male,30-39,Latino_Hispanic,White,brown
31489,Male,30-39,White,White,gray
36754,Male,50-59,White,Asian,brown
27732,Female,20-29,Southeast Asian,Asian,brown
53725,Female,3-9,East Asian,Asian,brown
27968,Male,20-29,Latino_Hispanic,White,black
04269,Male,0-2,White,White,brown
57691,Female,20-29,White,White,brown
60205,Female,30-39,Black,Black,black
11760,Male,40-49,Latino_Hispanic,Asian,black
28425,Male,50-59,White,White,gray
43830,Male,20-29,White,White,brown
60851,Male,30-39,White,White,brown
33252,Male,20-29,White,White,brown
32873,Male,60-69,White,White,gray
35181,Male,50-59,White,White,gray
26727,Female,3-9,Indian,Black,blond
40415,Male,3-9,Southeast Asian,Asian,black
39243,Male,50-59,White,White,bald
54146,Male,40-49,White,White,brown
67749,Female,0-2,Latino_Hispanic,Asian,blond
67699,Male,10-19,White,White,brown
41696,Male,30-39,Middle Eastern,White,black
13105,Male,40-49,Latino_Hispanic,White,brown
21372,Male,50-59,White,White,brown
20810,Male,50-59,White,White,blond
30584,Female,0-2,White,White,blond
23339,Male,50-59,White,Asian,bald
40690,Male,3-9,Southeast Asian,Indian,brown
46833,Male,60-69,White,Asian,gray
54986,Male,40-49,White,White,brown
63863,Male,10-19,White,White,brown
62857,Male,3-9,White,White,blond
30935,Male,40-49,White,White,brown
63779,Male,40-49,Middle Eastern,White,brown
18723,Male,20-29,Black,Black,black
24851,Female,3-9,White,White,blond
34088,Male,40-49,Latino_Hispanic,Black,brown
52413,Male,20-29,Southeast Asian,Asian,black
53410,Male,30-39,White,White,black
41362,Female,3-9,Latino_Hispanic,Asian,brown
35363,Female,50-59,White,White,gray
10147,Male,50-59,White,White,brown
06107,Male,20-29,White,White,brown
51862,Male,20-29,White,White,brown
12060,Male,10-19,White,White,brown
51055,Male,3-9,Southeast Asian,Asian,brown
16113,Male,20-29,Latino_Hispanic,White,brown
40470,Male,30-39,White,White,black
17828,Female,20-29,White,White,brown
56786,Male,10-19,Middle Eastern,Asian,black
13964,Male,30-39,White,White,brown
03119,Male,60-69,White,White,gray
27108,Male,10-19,Indian,Indian,black
15606,Male,20-29,Southeast Asian,Asian,brown
26152,Female,40-49,Latino_Hispanic,Black,brown
63205,Male,30-39,White,White,black
39331,Female,20-29,White,White,brown
58644,Female,3-9,East Asian,Asian,brown
00947,Male,0-2,White,White,blond
51455,Female,3-9,White,White,blond
38289,Male,50-59,White,White,brown
33335,Female,70+,Southeast Asian,Asian,brown
62038,Male,40-49,White,White,brown
06498,Male,60-69,Latino_Hispanic,Asian,gray
44048,Male,10-19,White,White,blond
42520,Male,3-9,White,White,brown
55618,Male,50-59,White,White,blond
22215,Female,0-2,White,White,brown
14171,Female,70+,White,White,gray
60136,Female,3-9,White,White,brown
59694,Female,20-29,Southeast Asian,Asian,black
20871,Male,30-39,Latino_Hispanic,Asian,brown
57488,Female,3-9,White,White,brown
37472,Male,40-49,Latino_Hispanic,White,black
02381,Male,10-19,Southeast Asian,Asian,black
36573,Male,30-39,Black,Indian,black
35708,Male,30-39,White,White,brown
00049,Female,30-39,East Asian,Asian,black
47575,Male,50-59,White,White,brown
28706,Male,20-29,Latino_Hispanic,Black,brown
66021,Male,30-39,White,White,black
16106,Female,3-9,White,White,blond
62160,Male,3-9,White,White,brown
15896,Male,60-69,White,White,gray
36774,Male,40-49,Indian,Asian,black
01410,Male,50-59,Southeast Asian,Asian,black
05006,Female,20-29,White,White,brown
26900,Male,10-19,Southeast Asian,Asian,black
53562,Male,40-49,White,White,gray
13768,Male,20-29,White,White,bald
07955,Female,20-29,White,White,brown
07446,Male,50-59,East Asian,Black,brown
30603,Female,3-9,East Asian,Asian,brown
33306,Male,50-59,White,White,gray
63933,Male,40-49,Latino_Hispanic,White,brown
21058,Male,40-49,White,White,gray
22531,Male,40-49,White,White,brown
60426,Male,0-2,White,White,brown
02491,Male,30-39,Black,Black,black
18828,Female,20-29,White,White,blond
13403,Male,60-69,White,White,gray
66376,Male,50-59,White,Asian,brown
36154,Male,40-49,White,White,brown
33447,Male,30-39,White,White,blond
51119,Male,40-49,White,White,gray
48915,Male,3-9,White,White,blond
43009,Male,20-29,White,Asian,brown
28413,Male,40-49,White,White,brown
41342,Male,20-29,East Asian,Asian,black
27242,Male,20-29,White,White,brown
60135,Male,20-29,White,White,brown
02863,Male,20-29,Indian,Indian,black
18801,Male,30-39,White,White,brown
57178,Male,30-39,East Asian,Asian,black
53786,Female,3-9,White,White,brown
30270,Male,20-29,White,White,brown
69006,Female,10-19,White,White,blond
01715,Male,40-49,White,White,brown
16525,Male,30-39,White,White,gray
54867,Male,3-9,East Asian,Asian,black
64248,Female,20-29,Black,Black,black
10309,Male,20-29,Southeast Asian,Asian,black
48736,Male,30-39,White,White,bald
31950,Female,3-9,Southeast Asian,Asian,brown
22791,Male,20-29,White,White,brown
12406,Male,10-19,White,White,brown
60908,Male,10-19,White,White,brown
62305,Male,30-39,White,White,brown
45871,Male,60-69,White,White,gray
57172,Male,20-29,Latino_Hispanic,Indian,brown
21164,Male,50-59,White,Asian,bald
39433,Female,20-29,East Asian,Asian,brown
32936,Male,50-59,White,White,gray
26356,Male,10-19,Latino_Hispanic,White,black
53229,Male,30-39,White,White,brown
02877,Male,30-39,White,White,black
03347,Male,50-59,White,White,gray
33630,Male,30-39,White,White,brown
63173,Male,30-39,Latino_Hispanic,Indian,black
42380,Male,50-59,White,White,gray
37436,Male,70+,Southeast Asian,Asian,bald
11677,Male,40-49,Southeast Asian,White,gray
48621,Male,3-9,White,White,blond
07092,Male,20-29,Latino_Hispanic,Indian,black
43003,Male,20-29,White,White,brown
17781,Female,3-9,Black,Black,brown
54135,Female,3-9,East Asian,Asian,brown
28912,Female,3-9,White,White,blond
11895,Male,3-9,White,White,blond
44466,Male,0-2,White,White,blond
39541,Male,30-39,White,White,brown
22133,Male,50-59,White,Asian,gray
32709,Male,50-59,Black,White,gray
22752,Female,3-9,White,White,red
12476,Male,0-2,White,White,blond
50814,Female,10-19,Southeast Asian,Asian,black
08869,Male,0-2,White,White,brown
68943,Male,3-9,White,White,blond
69718,Male,20-29,White,White,brown
27350,Male,20-29,Southeast Asian,Asian,black
05645,Female,0-2,Southeast Asian,Asian,blond
51265,Male,10-19,Southeast Asian,Asian,black
43672,Male,40-49,Black,Black,bald
29495,Male,30-39,White,White,bald
43038,Male,3-9,White,White,blond
03826,Male,40-49,East Asian,Asian,gray
08543,Female,0-2,White,White,blond
48266,Male,3-9,White,White,blond
48361,Male,3-9,Indian,Indian,black
08142,Male,50-59,White,White,gray
60286,Male,20-29,East Asian,Asian,black
24528,Male,20-29,East Asian,Asian,black
44458,Male,30-39,White,White,black
46456,Male,20-29,White,White,brown
09610,Male,3-9,White,White,blond
08299,Male,3-9,White,White,brown
14189,Male,3-9,Southeast Asian,Asian,black
34972,Female,50-59,Black,Indian,gray
61509,Male,30-39,Indian,Black,black
16515,Female,30-39,White,White,brown
67614,Male,30-39,Indian,Indian,black
54460,Male,3-9,White,White,blond
41405,Male,20-29,East Asian,Asian,brown
59280,Male,50-59,White,White,gray
40466,Male,50-59,White,White,brown
58955,Male,10-19,Black,Black,brown
34388,Male,3-9,White,Asian,blond
47345,Male,60-69,White,White,gray
44097,Male,10-19,Black,Black,bald
38942,Male,0-2,White,White,blond
47090,Male,20-29,Middle Eastern,Indian,black
57895,Male,50-59,White,White,gray
11869,Female,40-49,White,White,black
67421,Male,40-49,White,White,brown
33640,Female,0-2,White,White,brown
66022,Female,10-19,Black,Black,brown
40207,Male,20-29,Latino_Hispanic,Indian,black
36989,Male,30-39,White,White,bald
67970,Male,60-69,White,White,gray
32067,Male,40-49,White,White,black
37650,Male,20-29,White,White,black
47154,Male,20-29,White,Asian,brown
23161,Male,3-9,Southeast Asian,Asian,black
64494,Male,3-9,Southeast Asian,Asian,black
38442,Female,3-9,White,White,blond
69311,Male,20-29,Southeast Asian,Asian,black
43756,Female,0-2,White,Black,brown
43924,Male,30-39,White,White,brown
08743,Male,3-9,East Asian,Asian,black
08445,Male,0-2,White,Asian,brown
06874,Female,60-69,White,White,brown
20035,Male,20-29,White,White,brown
11324,Female,0-2,White,Asian,blond
00050,Male,3-9,White,White,brown
07170,Female,3-9,White,White,blond
05998,Male,0-2,Southeast Asian,Asian,blond
12811,Female,20-29,Southeast Asian,Asian,black
08250,Female,40-49,White,White,brown
68006,Male,20-29,White,White,brown
06837,Male,10-19,Southeast Asian,White,brown
53908,Male,30-39,White,Asian,bald
54286,Male,10-19,East Asian,Asian,black
62359,Male,20-29,White,White,brown
37655,Male,20-29,White,White,brown
53997,Male,40-49,White,White,bald
50666,Male,50-59,White,White,brown
44268,Male,30-39,Latino_Hispanic,White,black
06684,Male,20-29,Southeast Asian,Indian,brown
58582,Male,20-29,White,White,blond
05392,Male,20-29,Indian,Asian,brown
62415,Male,40-49,Southeast Asian,Asian,black
66335,Male,0-2,White,White,brown
36615,Female,70+,White,White,gray
29887,Male,3-9,White,White,blond
33583,Female,3-9,East Asian,Asian,brown
57315,Male,20-29,White,White,brown
06307,Male,30-39,White,White,bald
33916,Male,30-39,White,White,black
69578,Male,60-69,Indian,Indian,gray
38139,Female,20-29,White,White,brown
33797,Male,0-2,White,White,brown
55584,Female,40-49,White,White,brown
06053,Male,0-2,White,White,blond
66408,Male,3-9,White,White,brown
10381,Male,3-9,White,White,blond
09237,Male,50-59,White,White,black
54762,Male,50-59,White,White,gray
63095,Male,50-59,White,Asian,brown
59163,Male,50-59,Black,Black,bald
59399,Female,3-9,East Asian,Asian,brown
48013,Female,10-19,Southeast Asian,White,blond
64190,Male,40-49,East Asian,Asian,black
03834,Female,3-9,East Asian,Asian,black
32679,Male,3-9,Southeast Asian,Asian,black
43060,Male,50-59,White,White,brown
02394,Male,30-39,White,White,brown
01391,Female,20-29,White,White,blond
11992,Male,40-49,White,White,brown
44398,Male,3-9,White,White,brown
48431,Male,3-9,White,White,brown
51570,Male,50-59,Indian,White,gray
30707,Male,0-2,White,White,blond
28710,Male,20-29,Black,Black,black
10039,Male,10-19,White,White,black
67137,Male,0-2,White,White,blond
25195,Male,20-29,Southeast Asian,Asian,black
40301,Male,60-69,Southeast Asian,Asian,black
63665,Female,3-9,White,White,brown
67118,Male,20-29,White,White,brown
49854,Male,40-49,East Asian,Asian,black
56221,Male,20-29,White,White,brown
06774,Male,3-9,White,White,blond
65715,Male,30-39,White,White,brown
54385,Male,0-2,White,White,blond
62932,Male,40-49,Southeast Asian,Asian,black
44035,Male,3-9,White,White,brown
06843,Male,3-9,Black,Black,blond
26634,Female,3-9,White,White,brown
63004,Male,40-49,White,White,brown
54374,Female,0-2,White,White,blond
27188,Male,3-9,East Asian,Asian,black
49736,Male,20-29,White,White,blond
20552,Male,50-59,White,White,brown
58473,Female,0-2,White,White,brown
27438,Male,20-29,East Asian,White,brown
22459,Male,30-39,White,White,brown
46005,Male,20-29,White,White,black
60169,Male,30-39,White,White,brown
50056,Female,3-9,East Asian,Asian,brown
40843,Female,3-9,White,White,brown
35737,Male,50-59,Latino_Hispanic,White,brown
28889,Female,20-29,White,White,brown
48851,Male,40-49,White,White,brown
33248,Female,3-9,White,White,brown
02384,Male,0-2,White,White,black
51774,Male,10-19,White,White,brown
54566,Male,3-9,White,Asian,red
29648,Male,3-9,White,White,brown
51349,Male,20-29,White,White,brown
46372,Male,50-59,Black,Indian,gray
42662,Male,60-69,White,White,blond
32797,Female,20-29,White,White,blond
38733,Male,40-49,Indian,Black,black
25660,Male,20-29,White,White,brown
36788,Male,3-9,White,White,brown
15974,Female,30-39,Southeast Asian,Asian,brown
48468,Male,40-49,White,White,brown
12484,Female,10-19,Black,Black,brown
28883,Male,50-59,White,White,brown
50796,Male,30-39,White,White,blond
59737,Female,3-9,Southeast Asian,Asian,brown
15827,Male,20-29,White,White,brown
20893,Male,30-39,East Asian,White,brown
55148,Male,20-29,Southeast Asian,Asian,brown
55725,Male,20-29,White,White,black
22106,Female,3-9,East Asian,Asian,black
67884,Male,70+,Southeast Asian,Asian,black
07489,Female,3-9,East Asian,Asian,black
31015,Female,50-59,Southeast Asian,Asian,black
20828,Male,20-29,Southeast Asian,Asian,black
53876,Female,20-29,Black,Black,black
53760,Male,50-59,White,White,brown
24879,Male,3-9,Southeast Asian,Asian,brown
44105,Male,3-9,East Asian,White,blond
48386,Female,3-9,White,White,brown
51797,Male,40-49,White,White,gray
03095,Male,3-9,East Asian,Asian,black
21909,Male,30-39,Middle Eastern,White,black
07627,Female,10-19,Black,Black,black
18292,Male,50-59,White,White,gray
07881,Male,40-49,White,White,brown
47976,Male,60-69,Indian,Indian,gray
02820,Male,50-59,White,White,gray
38384,Male,30-39,Middle Eastern,White,black
17293,Female,20-29,East Asian,Asian,black
36137,Male,20-29,White,White,blond
36661,Male,40-49,White,White,brown
49191,Male,60-69,White,White,gray
56372,Male,40-49,White,White,brown
49395,Female,0-2,White,Asian,brown
32594,Male,20-29,White,White,brown
10084,Female,20-29,White,White,gray
60130,Male,0-2,White,White,blond
52695,Male,50-59,White,White,brown
58302,Male,50-59,White,White,brown
42596,Male,30-39,White,White,red
21050,Male,50-59,White,White,gray
28464,Male,20-29,White,White,brown
50509,Male,60-69,White,White,gray
06727,Male,20-29,East Asian,Asian,black
69351,Male,0-2,White,White,brown
11847,Male,70+,White,White,gray
04966,Male,30-39,White,White,brown
19425,Male,50-59,White,White,black
34210,Male,3-9,Southeast Asian,Asian,brown
63085,Male,30-39,White,White,brown
06462,Male,30-39,White,White,brown
52075,Male,50-59,White,White,brown
61885,Male,30-39,Latino_Hispanic,Indian,brown
68742,Female,3-9,East Asian,Asian,black
53783,Male,40-49,White,White,brown
36412,Male,10-19,East Asian,Asian,brown
51318,Male,20-29,White,White,brown
54289,Male,40-49,Indian,White,black
08875,Male,20-29,White,White,brown
18872,Male,20-29,Southeast Asian,Asian,bald
00103,Male,10-19,Indian,Indian,black
14718,Female,20-29,East Asian,Asian,black
10855,Male,40-49,Indian,Indian,black
37956,Male,40-49,White,White,brown
48575,Male,3-9,Black,Black,brown
55348,Male,40-49,Black,Black,gray
11096,Male,3-9,White,Asian,brown
29306,Male,3-9,White,White,brown
42479,Male,60-69,White,White,gray
45632,Male,30-39,Middle Eastern,White,black
41835,Male,30-39,White,White,brown
04274,Female,30-39,Latino_Hispanic,Black,brown
26603,Male,20-29,White,White,brown
36246,Female,20-29,White,White,blond
52303,Male,40-49,White,White,brown
54396,Male,50-59,Black,White,black
01765,Male,50-59,White,White,gray
57729,Male,60-69,White,White,bald
25369,Male,30-39,White,White,gray
10905,Male,20-29,White,White,brown
09268,Female,3-9,White,White,blond
07495,Female,30-39,Black,Black,black
53749,Male,30-39,Indian,White,brown
31747,Male,20-29,White,White,brown
14219,Female,3-9,East Asian,Asian,black
11993,Female,0-2,White,White,brown
68790,Male,20-29,Black,Black,black
22114,Male,50-59,White,White,gray
39227,Male,30-39,White,White,bald
03113,Female,3-9,White,White,blond
68312,Male,20-29,White,White,brown
41788,Male,20-29,White,White,brown
17855,Male,40-49,White,White,brown
26655,Female,20-29,Black,Black,brown
13565,Male,60-69,White,White,gray
58174,Male,40-49,Black,Black,bald
59405,Female,10-19,Indian,Asian,black
52627,Male,10-19,Southeast Asian,Indian,brown
21964,Female,3-9,Southeast Asian,Asian,black
66745,Male,70+,White,Asian,gray
33344,Male,50-59,White,White,gray
39808,Male,40-49,Middle Eastern,White,bald
41366,Male,50-59,White,White,brown
23125,Female,20-29,Black,Black,brown
64080,Female,40-49,White,White,blond
67629,Female,0-2,Southeast Asian,Asian,blond
61423,Male,10-19,Southeast Asian,Asian,black
00355,Male,20-29,White,White,brown
61668,Male,30-39,Southeast Asian,Asian,black
41110,Female,20-29,East Asian,Asian,black
64452,Female,10-19,Southeast Asian,Asian,brown
01709,Male,20-29,White,White,brown
05902,Male,20-29,East Asian,Asian,black
16307,Male,3-9,Indian,Asian,brown
35822,Male,40-49,White,White,brown
44775,Male,70+,White,White,gray
39535,Male,0-2,White,Asian,brown
16997,Male,40-49,Latino_Hispanic,Asian,gray
06116,Male,50-59,White,White,brown
38198,Female,10-19,East Asian,Asian,black
32093,Female,50-59,White,White,blond
34051,Female,0-2,White,White,blond
43839,Male,50-59,White,Asian,brown
29834,Male,60-69,Indian,White,gray
07440,Female,20-29,White,White,brown
31809,Male,20-29,East Asian,White,brown
50226,Female,3-9,East Asian,Asian,black
38337,Male,70+,White,White,gray
16267,Male,50-59,White,White,brown
55664,Male,40-49,Latino_Hispanic,Asian,bald
57597,Male,30-39,White,White,brown
12714,Male,0-2,White,White,brown
02182,Male,30-39,White,White,brown
16344,Male,30-39,White,White,brown
08045,Male,30-39,White,White,brown
60990,Male,20-29,White,White,brown
59627,Male,40-49,White,White,gray
34659,Male,50-59,White,White,gray
05725,Male,30-39,East Asian,Asian,black
38461,Female,50-59,White,White,blond
57229,Male,0-2,White,White,blond
63947,Female,0-2,White,White,blond
30477,Female,3-9,Southeast Asian,Asian,black
41888,Male,20-29,White,White,brown
65519,Male,60-69,East Asian,Asian,black
54774,Male,10-19,White,White,brown
02758,Male,20-29,White,White,brown
46241,Female,3-9,White,White,blond
34775,Male,3-9,White,White,blond
07904,Female,30-39,White,White,brown
51762,Female,40-49,White,White,brown
36778,Male,50-59,Black,Black,black
63112,Female,50-59,Latino_Hispanic,Asian,gray
25866,Male,40-49,White,White,brown
67604,Male,60-69,Southeast Asian,Asian,brown
17733,Male,30-39,White,White,brown
29421,Female,70+,Southeast Asian,Asian,black
61998,Female,3-9,White,White,brown
39980,Male,20-29,East Asian,Asian,brown
42011,Female,60-69,Southeast Asian,Asian,black
61236,Male,3-9,White,Asian,brown
13112,Male,50-59,White,White,gray
49441,Female,30-39,White,Black,black
53927,Female,0-2,White,White,blond
00410,Male,3-9,East Asian,Asian,brown
23481,Male,0-2,White,White,blond
12085,Male,10-19,Indian,Indian,black
65671,Male,40-49,White,White,black
01208,Female,3-9,East Asian,Asian,black
59363,Male,20-29,White,White,brown
01514,Male,50-59,Southeast Asian,Asian,black
38624,Male,20-29,White,White,brown
24096,Male,30-39,East Asian,Asian,black
01618,Male,50-59,White,White,brown
31983,Male,40-49,East Asian,Asian,gray
35991,Female,20-29,Southeast Asian,White,red
22097,Male,20-29,White,White,black
14524,Male,30-39,White,White,blond
14310,Male,20-29,White,White,brown
11251,Male,20-29,White,White,brown
18078,Male,60-69,Black,Black,gray
63632,Male,20-29,White,White,brown
59442,Male,60-69,White,White,gray
12506,Male,40-49,Indian,Indian,black
08035,Male,40-49,White,White,brown
55420,Male,20-29,Black,Black,black
31638,Female,20-29,Black,Black,brown
16284,Male,3-9,White,White,blond
19492,Female,0-2,White,White,blond
29613,Male,50-59,Latino_Hispanic,Asian,bald
18656,Male,20-29,White,White,brown
17288,Male,20-29,Latino_Hispanic,Asian,black
33837,Male,30-39,White,White,brown
07792,Male,20-29,White,White,brown
63560,Male,50-59,White,White,bald
25125,Female,50-59,White,White,blond
69866,Male,60-69,White,White,gray
02818,Male,20-29,East Asian,White,brown
49958,Male,3-9,White,White,blond
16070,Male,50-59,Southeast Asian,Asian,black
08779,Male,70+,White,White,gray
08478,Male,40-49,White,White,brown
38098,Male,20-29,Indian,Indian,brown
20896,Male,20-29,White,White,black
